"source","sink","species","portion"
"Turks and Caicos Islands","Cuba","Trisopterus",0
"Turks and Caicos Islands","Cuba","Xiphias",0
"Cayman Islands","Cuba","Epinephelus striatus",1.10117062555111e-05
"Cayman Islands","Cuba","Euthynnus alletteratus",0
"Cayman Islands","Cuba","Katsuwonus pelamis",1.30993476378883e-05
"Cayman Islands","Cuba","Lutjanus purpureus",0.00050175724675563
"Cayman Islands","Cuba","Tetrapturus pfluegeri",0
"Cayman Islands","Cuba","Thunnus obesus",0
"Cayman Islands","Cuba","Xiphias gladius",0
"Cayman Islands","Cuba","Achirus",0
"Cayman Islands","Cuba","Albula",0
"Cayman Islands","Cuba","Anguilla",0
"Cayman Islands","Cuba","Boops",0
"Cayman Islands","Cuba","Brosme",0
"Cayman Islands","Cuba","Coryphaena",0
"Cayman Islands","Cuba","Dentex",0
"Cayman Islands","Cuba","Epinephelus",0
"Cayman Islands","Cuba","Euthynnus",0
"Cayman Islands","Cuba","Hemiramphus",0
"Cayman Islands","Cuba","Katsuwonus",0
"Cayman Islands","Cuba","Lutjanus",0
"Cayman Islands","Cuba","Macrourus",0
"Cayman Islands","Cuba","Merluccius",0
"Cayman Islands","Cuba","Mycteroperca",0
"Cayman Islands","Cuba","Scomber",0
"Cayman Islands","Cuba","Serranus",0
"Cayman Islands","Cuba","Sprattus",0
"Cayman Islands","Cuba","Tetrapturus",0
"Cayman Islands","Cuba","Thunnus",0
"Cayman Islands","Cuba","Trisopterus",0
"Cayman Islands","Cuba","Xiphias",0
"Cayman Islands","Cuba","Acanthostracion",0
"Dominican Republic","Cuba","Euthynnus alletteratus",NA
"Dominican Republic","Cuba","Tetrapturus pfluegeri",NA
"Dominican Republic","Cuba","Xiphias gladius",NA
"Dominican Republic","Cuba","Achirus",NA
"Dominican Republic","Cuba","Albula",NA
"Dominican Republic","Cuba","Anguilla",NA
"Dominican Republic","Cuba","Coryphaena",NA
"Dominican Republic","Cuba","Dentex",NA
"Dominican Republic","Cuba","Euthynnus",NA
"Dominican Republic","Cuba","Hemiramphus",NA
"Dominican Republic","Cuba","Macrourus",NA
"Dominican Republic","Cuba","Merluccius",NA
"Dominican Republic","Cuba","Scomber",NA
"Dominican Republic","Cuba","Tetrapturus",NA
"Dominican Republic","Cuba","Trisopterus",NA
"Dominican Republic","Cuba","Xiphias",NA
"Puerto Rico","Cuba","Coryphaena hippurus",NA
"Puerto Rico","Cuba","Tetrapturus pfluegeri",NA
"Puerto Rico","Cuba","Xiphias gladius",NA
"Puerto Rico","Cuba","Albula",NA
"Puerto Rico","Cuba","Anguilla",NA
"Puerto Rico","Cuba","Coryphaena",NA
"Puerto Rico","Cuba","Hemiramphus",NA
"Puerto Rico","Cuba","Macrourus",NA
"Puerto Rico","Cuba","Tetrapturus",NA
"Puerto Rico","Cuba","Trisopterus",NA
"Puerto Rico","Cuba","Xiphias",NA
"British Virgin Islands","Cuba","Xiphias gladius",NA
"British Virgin Islands","Cuba","Hemiramphus",NA
"British Virgin Islands","Cuba","Xiphias",NA
"Dominica","Cuba","Tetrapturus pfluegeri",NA
"Dominica","Cuba","Xiphias gladius",NA
"Dominica","Cuba","Albula",NA
"Dominica","Cuba","Anguilla",NA
"Dominica","Cuba","Coryphaena",NA
"Dominica","Cuba","Hemiramphus",NA
"Dominica","Cuba","Tetrapturus",NA
"Dominica","Cuba","Xiphias",NA
"Barbados","Cuba","Coryphaena hippurus",NA
"Barbados","Cuba","Tetrapturus pfluegeri",NA
"Barbados","Cuba","Xiphias gladius",NA
"Barbados","Cuba","Albula",NA
"Barbados","Cuba","Anguilla",NA
"Barbados","Cuba","Coryphaena",NA
"Barbados","Cuba","Hemiramphus",NA
"Barbados","Cuba","Tetrapturus",NA
"Barbados","Cuba","Xiphias",NA
"Curaçao","Cuba","Tetrapturus pfluegeri",NA
"Curaçao","Cuba","Xiphias gladius",NA
"Curaçao","Cuba","Achirus",NA
"Curaçao","Cuba","Albula",NA
"Curaçao","Cuba","Anguilla",NA
"Curaçao","Cuba","Coryphaena",NA
"Curaçao","Cuba","Dentex",NA
"Curaçao","Cuba","Hemiramphus",NA
"Curaçao","Cuba","Macrourus",NA
"Curaçao","Cuba","Merluccius",NA
"Curaçao","Cuba","Tetrapturus",NA
"Curaçao","Cuba","Trisopterus",NA
"Curaçao","Cuba","Xiphias",NA
"Venezuela","Cuba","Diapterus rhombeus",0.00160444535444535
"Venezuela","Cuba","Euthynnus alletteratus",0
"Venezuela","Cuba","Tetrapturus pfluegeri",0
"Venezuela","Cuba","Xiphias gladius",0
"Venezuela","Cuba","Achirus",0
"Venezuela","Cuba","Albula",0
"Venezuela","Cuba","Anguilla",0
"Venezuela","Cuba","Centropomus",0
"Venezuela","Cuba","Coryphaena",0
"Venezuela","Cuba","Dentex",0
"Venezuela","Cuba","Diapterus",0
"Venezuela","Cuba","Euthynnus",0
"Venezuela","Cuba","Gerres",0
"Venezuela","Cuba","Hemiramphus",0
"Venezuela","Cuba","Lactophrys",0
"Venezuela","Cuba","Macrourus",0
"Venezuela","Cuba","Merluccius",0
"Venezuela","Cuba","Scarus",0
"Venezuela","Cuba","Scomber",0
"Venezuela","Cuba","Tetrapturus",0
"Venezuela","Cuba","Trisopterus",0
"Venezuela","Cuba","Xiphias",0
"Guadeloupe","Cuba","Tetrapturus pfluegeri",NA
"Guadeloupe","Cuba","Xiphias gladius",NA
"Guadeloupe","Cuba","Hemiramphus",NA
"Guadeloupe","Cuba","Tetrapturus",NA
"Guadeloupe","Cuba","Xiphias",NA
"Colombia - Jamaica","Cuba","Epinephelus striatus",4.62153934855993e-06
"Colombia - Jamaica","Cuba","Euthynnus alletteratus",0
"Colombia - Jamaica","Cuba","Katsuwonus pelamis",1.04636241343495e-06
"Colombia - Jamaica","Cuba","Lutjanus purpureus",0.000305686011351821
"Colombia - Jamaica","Cuba","Tetrapturus pfluegeri",0
"Colombia - Jamaica","Cuba","Thunnus obesus",0
"Colombia - Jamaica","Cuba","Xiphias gladius",0
"Colombia - Jamaica","Cuba","Achirus",0
"Colombia - Jamaica","Cuba","Anguilla",0
"Colombia - Jamaica","Cuba","Boops",0
"Colombia - Jamaica","Cuba","Brosme",0
"Colombia - Jamaica","Cuba","Coryphaena",0
"Colombia - Jamaica","Cuba","Dentex",0
"Colombia - Jamaica","Cuba","Epinephelus",0
"Colombia - Jamaica","Cuba","Euthynnus",0
"Colombia - Jamaica","Cuba","Hemiramphus",0
"Colombia - Jamaica","Cuba","Katsuwonus",0
"Colombia - Jamaica","Cuba","Lutjanus",0
"Colombia - Jamaica","Cuba","Macrourus",0
"Colombia - Jamaica","Cuba","Merluccius",0
"Colombia - Jamaica","Cuba","Scomber",0
"Colombia - Jamaica","Cuba","Serranus",0
"Colombia - Jamaica","Cuba","Tetrapturus",0
"Colombia - Jamaica","Cuba","Thunnus",0
"Colombia - Jamaica","Cuba","Trisopterus",0
"Colombia - Jamaica","Cuba","Xiphias",0
"Jamaica","Cuba","Epinephelus striatus",7.07190114741943e-06
"Jamaica","Cuba","Euthynnus alletteratus",0
"Jamaica","Cuba","Katsuwonus pelamis",1.03424859795298e-06
"Jamaica","Cuba","Lutjanus purpureus",0.000136984712158095
"Jamaica","Cuba","Lutjanus synagris",0.000566594986418338
"Jamaica","Cuba","Ocyurus chrysurus",0.000733299672486213
"Jamaica","Cuba","Tetrapturus pfluegeri",0
"Jamaica","Cuba","Thunnus obesus",0
"Jamaica","Cuba","Xiphias gladius",0
"Jamaica","Cuba","Achirus",0
"Jamaica","Cuba","Albula",0
"Jamaica","Cuba","Anguilla",0
"Jamaica","Cuba","Boops",0
"Jamaica","Cuba","Brosme",0
"Jamaica","Cuba","Cephalopholis",0
"Jamaica","Cuba","Chaetodon",0
"Jamaica","Cuba","Coryphaena",0
"Jamaica","Cuba","Dentex",0
"Jamaica","Cuba","Epinephelus",0
"Jamaica","Cuba","Euthynnus",0
"Jamaica","Cuba","Hemiramphus",0
"Jamaica","Cuba","Holocentrus",0
"Jamaica","Cuba","Katsuwonus",0
"Jamaica","Cuba","Lutjanus",0
"Jamaica","Cuba","Macrourus",0
"Jamaica","Cuba","Merluccius",0
"Jamaica","Cuba","Mugil",0
"Jamaica","Cuba","Mycteroperca",0
"Jamaica","Cuba","Ocyurus",0
"Jamaica","Cuba","Scarus",0
"Jamaica","Cuba","Scomber",0
"Jamaica","Cuba","Serranus",0
"Jamaica","Cuba","Sparisoma",0
"Jamaica","Cuba","Tetrapturus",0
"Jamaica","Cuba","Thunnus",0
"Jamaica","Cuba","Trisopterus",0
"Jamaica","Cuba","Xiphias",0
"Colombia","Cuba","Euthynnus alletteratus",0
"Colombia","Cuba","Euthynnus alletteratus",0
"Colombia","Cuba","Euthynnus alletteratus",0
"Colombia","Cuba","Katsuwonus pelamis",9.0864924265213e-09
"Colombia","Cuba","Katsuwonus pelamis",1.4468936984908e-09
"Colombia","Cuba","Katsuwonus pelamis",6.51102164320861e-09
"Colombia","Cuba","Lutjanus purpureus",9.39913058555724e-07
"Colombia","Cuba","Lutjanus purpureus",1.36117437655138e-06
"Colombia","Cuba","Lutjanus purpureus",6.1871562570517e-06
"Colombia","Cuba","Lutjanus synagris",3.61925761937668e-06
"Colombia","Cuba","Lutjanus synagris",5.44022022119305e-06
"Colombia","Cuba","Lutjanus synagris",2.31209359400705e-05
"Colombia","Cuba","Tetrapturus pfluegeri",0
"Colombia","Cuba","Tetrapturus pfluegeri",0
"Colombia","Cuba","Tetrapturus pfluegeri",0
"Colombia","Cuba","Thunnus obesus",0
"Colombia","Cuba","Thunnus obesus",0
"Colombia","Cuba","Thunnus obesus",0
"Colombia","Cuba","Xiphias gladius",0
"Colombia","Cuba","Xiphias gladius",0
"Colombia","Cuba","Xiphias gladius",0
"Colombia","Cuba","Achirus",0
"Colombia","Cuba","Anguilla",0
"Colombia","Cuba","Atractoscion",0
"Colombia","Cuba","Bairdiella",0
"Colombia","Cuba","Boops",0
"Colombia","Cuba","Brosme",0
"Colombia","Cuba","Cetengraulis",0
"Colombia","Cuba","Coryphaena",0
"Colombia","Cuba","Cynoscion",0
"Colombia","Cuba","Dentex",0
"Colombia","Cuba","Euthynnus",0
"Colombia","Cuba","Hemiramphus",0
"Colombia","Cuba","Istiophorus",0
"Colombia","Cuba","Kajikia",0
"Colombia","Cuba","Katsuwonus",0
"Colombia","Cuba","Lutjanus",0
"Colombia","Cuba","Macrourus",0
"Colombia","Cuba","Makaira",0
"Colombia","Cuba","Megalops",0
"Colombia","Cuba","Merluccius",0
"Colombia","Cuba","Scomber",0
"Colombia","Cuba","Serranus",0
"Colombia","Cuba","Stolephorus",0
"Colombia","Cuba","Tetrapturus",0
"Colombia","Cuba","Thunnus",0
"Colombia","Cuba","Trisopterus",0
"Colombia","Cuba","Xiphias",0
"Nicaragua","Cuba","Epinephelus striatus",3.21781025411747e-06
"Nicaragua","Cuba","Euthynnus alletteratus",0
"Nicaragua","Cuba","Katsuwonus pelamis",1.11421247618111e-06
"Nicaragua","Cuba","Lutjanus purpureus",0.000303058985411051
"Nicaragua","Cuba","Tetrapturus pfluegeri",0
"Nicaragua","Cuba","Thunnus obesus",0
"Nicaragua","Cuba","Xiphias gladius",0
"Nicaragua","Cuba","Achirus",0
"Nicaragua","Cuba","Anguilla",0
"Nicaragua","Cuba","Atractoscion",0
"Nicaragua","Cuba","Boops",0
"Nicaragua","Cuba","Brosme",0
"Nicaragua","Cuba","Coryphaena",0
"Nicaragua","Cuba","Cynoscion",0
"Nicaragua","Cuba","Dentex",0
"Nicaragua","Cuba","Epinephelus",0
"Nicaragua","Cuba","Euthynnus",0
"Nicaragua","Cuba","Hemiramphus",0
"Nicaragua","Cuba","Istiophorus",0
"Nicaragua","Cuba","Kajikia",0
"Nicaragua","Cuba","Katsuwonus",0
"Nicaragua","Cuba","Lutjanus",0
"Nicaragua","Cuba","Macrourus",0
"Nicaragua","Cuba","Makaira",0
"Nicaragua","Cuba","Merluccius",0
"Nicaragua","Cuba","Scomber",0
"Nicaragua","Cuba","Sebastes",0
"Nicaragua","Cuba","Serranus",0
"Nicaragua","Cuba","Tetrapturus",0
"Nicaragua","Cuba","Thunnus",0
"Nicaragua","Cuba","Trisopterus",0
"Nicaragua","Cuba","Xiphias",0
"Honduras","Cuba","Epinephelus striatus",7.47135318378074e-05
"Honduras","Cuba","Euthynnus alletteratus",0
"Honduras","Cuba","Katsuwonus pelamis",5.63483146037534e-06
"Honduras","Cuba","Lutjanus purpureus",0.00143109222180516
"Honduras","Cuba","Tetrapturus pfluegeri",0
"Honduras","Cuba","Thunnus obesus",0
"Honduras","Cuba","Xiphias gladius",0
"Honduras","Cuba","Achirus",0
"Honduras","Cuba","Anguilla",0
"Honduras","Cuba","Atractoscion",0
"Honduras","Cuba","Boops",0
"Honduras","Cuba","Brosme",0
"Honduras","Cuba","Coryphaena",0
"Honduras","Cuba","Cynoscion",0
"Honduras","Cuba","Dentex",0
"Honduras","Cuba","Epinephelus",0
"Honduras","Cuba","Euthynnus",0
"Honduras","Cuba","Hemiramphus",0
"Honduras","Cuba","Istiophorus",0
"Honduras","Cuba","Kajikia",0
"Honduras","Cuba","Katsuwonus",0
"Honduras","Cuba","Lutjanus",0
"Honduras","Cuba","Macrourus",0
"Honduras","Cuba","Makaira",0
"Honduras","Cuba","Merluccius",0
"Honduras","Cuba","Mugil",0
"Honduras","Cuba","Mycteroperca",0
"Honduras","Cuba","Scomber",0
"Honduras","Cuba","Sebastes",0
"Honduras","Cuba","Serranus",0
"Honduras","Cuba","Tetrapturus",0
"Honduras","Cuba","Thunnus",0
"Honduras","Cuba","Trisopterus",0
"Honduras","Cuba","Xiphias",0
"Aruba","Cuba","Euthynnus alletteratus",NA
"Aruba","Cuba","Tetrapturus pfluegeri",NA
"Aruba","Cuba","Xiphias gladius",NA
"Aruba","Cuba","Achirus",NA
"Aruba","Cuba","Albula",NA
"Aruba","Cuba","Anguilla",NA
"Aruba","Cuba","Coryphaena",NA
"Aruba","Cuba","Dentex",NA
"Aruba","Cuba","Euthynnus",NA
"Aruba","Cuba","Hemiramphus",NA
"Aruba","Cuba","Macrourus",NA
"Aruba","Cuba","Merluccius",NA
"Aruba","Cuba","Scomber",NA
"Aruba","Cuba","Tetrapturus",NA
"Aruba","Cuba","Trisopterus",NA
"Aruba","Cuba","Xiphias",NA
"Haiti","Cuba","Epinephelus striatus",3.51947996544181e-05
"Haiti","Cuba","Euthynnus alletteratus",0
"Haiti","Cuba","Katsuwonus pelamis",4.65789566019789e-06
"Haiti","Cuba","Lutjanus analis",0
"Haiti","Cuba","Lutjanus purpureus",0.000540044502066251
"Haiti","Cuba","Tetrapturus pfluegeri",0
"Haiti","Cuba","Thunnus obesus",0
"Haiti","Cuba","Xiphias gladius",0
"Haiti","Cuba","Achirus",0
"Haiti","Cuba","Albula",0
"Haiti","Cuba","Anguilla",0
"Haiti","Cuba","Archosargus",0
"Haiti","Cuba","Boops",0
"Haiti","Cuba","Brosme",0
"Haiti","Cuba","Coryphaena",0
"Haiti","Cuba","Dentex",0
"Haiti","Cuba","Epinephelus",0
"Haiti","Cuba","Euthynnus",0
"Haiti","Cuba","Hemiramphus",0
"Haiti","Cuba","Katsuwonus",0
"Haiti","Cuba","Lutjanus",0
"Haiti","Cuba","Macrourus",0
"Haiti","Cuba","Merluccius",0
"Haiti","Cuba","Scomber",0
"Haiti","Cuba","Serranus",0
"Haiti","Cuba","Tetrapturus",0
"Haiti","Cuba","Thunnus",0
"Haiti","Cuba","Trisopterus",0
"Haiti","Cuba","Xiphias",0
"Martinique","Cuba","Tetrapturus pfluegeri",NA
"Martinique","Cuba","Xiphias gladius",NA
"Martinique","Cuba","Albula",NA
"Martinique","Cuba","Anguilla",NA
"Martinique","Cuba","Coryphaena",NA
"Martinique","Cuba","Hemiramphus",NA
"Martinique","Cuba","Tetrapturus",NA
"Martinique","Cuba","Trisopterus",NA
"Martinique","Cuba","Xiphias",NA
"Virgin Islands of the United States","Cuba","Coryphaena",NA
"Costa Rica","Cuba","Tetrapturus pfluegeri",NA
"Costa Rica","Cuba","Xiphias gladius",NA
"Costa Rica","Cuba","Anguilla",NA
"Costa Rica","Cuba","Coryphaena",NA
"Costa Rica","Cuba","Hemiramphus",NA
"Costa Rica","Cuba","Istiophorus",NA
"Costa Rica","Cuba","Kajikia",NA
"Costa Rica","Cuba","Macrourus",NA
"Costa Rica","Cuba","Makaira",NA
"Costa Rica","Cuba","Tetrapturus",NA
"Costa Rica","Cuba","Trisopterus",NA
"Costa Rica","Cuba","Xiphias",NA
"Saint Lucia","Cuba","Tetrapturus pfluegeri",NA
"Saint Lucia","Cuba","Xiphias gladius",NA
"Saint Lucia","Cuba","Albula",NA
"Saint Lucia","Cuba","Anguilla",NA
"Saint Lucia","Cuba","Coryphaena",NA
"Saint Lucia","Cuba","Hemiramphus",NA
"Saint Lucia","Cuba","Macrourus",NA
"Saint Lucia","Cuba","Tetrapturus",NA
"Saint Lucia","Cuba","Trisopterus",NA
"Saint Lucia","Cuba","Xiphias",NA
"Grenada","Cuba","Tetrapturus pfluegeri",NA
"Grenada","Cuba","Xiphias gladius",NA
"Grenada","Cuba","Albula",NA
"Grenada","Cuba","Anguilla",NA
"Grenada","Cuba","Coryphaena",NA
"Grenada","Cuba","Hemiramphus",NA
"Grenada","Cuba","Macrourus",NA
"Grenada","Cuba","Tetrapturus",NA
"Grenada","Cuba","Trisopterus",NA
"Grenada","Cuba","Xiphias",NA
"Saint Vincent and the Grenadines","Cuba","Tetrapturus pfluegeri",NA
"Saint Vincent and the Grenadines","Cuba","Xiphias gladius",NA
"Saint Vincent and the Grenadines","Cuba","Albula",NA
"Saint Vincent and the Grenadines","Cuba","Anguilla",NA
"Saint Vincent and the Grenadines","Cuba","Coryphaena",NA
"Saint Vincent and the Grenadines","Cuba","Hemiramphus",NA
"Saint Vincent and the Grenadines","Cuba","Macrourus",NA
"Saint Vincent and the Grenadines","Cuba","Tetrapturus",NA
"Saint Vincent and the Grenadines","Cuba","Trisopterus",NA
"Saint Vincent and the Grenadines","Cuba","Xiphias",NA
"Trinidad and Tobago","Cuba","Tetrapturus pfluegeri",NA
"Trinidad and Tobago","Cuba","Xiphias gladius",NA
"Trinidad and Tobago","Cuba","Albula",NA
"Trinidad and Tobago","Cuba","Anguilla",NA
"Trinidad and Tobago","Cuba","Coryphaena",NA
"Trinidad and Tobago","Cuba","Hemiramphus",NA
"Trinidad and Tobago","Cuba","Macrourus",NA
"Trinidad and Tobago","Cuba","Mugil",NA
"Trinidad and Tobago","Cuba","Tetrapturus",NA
"Trinidad and Tobago","Cuba","Trisopterus",NA
"Trinidad and Tobago","Cuba","Xiphias",NA
"Guyana","Cuba","Tetrapturus pfluegeri",NA
"Guyana","Cuba","Xiphias gladius",NA
"Guyana","Cuba","Albula",NA
"Guyana","Cuba","Coryphaena",NA
"Guyana","Cuba","Hemiramphus",NA
"Guyana","Cuba","Macrourus",NA
"Guyana","Cuba","Tetrapturus",NA
"Guyana","Cuba","Trisopterus",NA
"Guyana","Cuba","Xiphias",NA
"Suriname","Cuba","Tetrapturus pfluegeri",NA
"Suriname","Cuba","Xiphias gladius",NA
"Suriname","Cuba","Anguilla",NA
"Suriname","Cuba","Hemiramphus",NA
"Suriname","Cuba","Tetrapturus",NA
"Suriname","Cuba","Xiphias",NA
"French Guiana","Cuba","Tetrapturus pfluegeri",NA
"French Guiana","Cuba","Xiphias gladius",NA
"French Guiana","Cuba","Hemiramphus",NA
"French Guiana","Cuba","Tetrapturus",NA
"French Guiana","Cuba","Xiphias",NA
"Belize","Cuba","Euthynnus alletteratus",0
"Belize","Cuba","Tetrapturus pfluegeri",0
"Belize","Cuba","Xiphias gladius",0
"Belize","Cuba","Achirus",0
"Belize","Cuba","Anguilla",0
"Belize","Cuba","Calamus",1.41688331414619e-05
"Belize","Cuba","Coryphaena",0
"Belize","Cuba","Dentex",0
"Belize","Cuba","Euthynnus",0
"Belize","Cuba","Hemiramphus",0
"Belize","Cuba","Macrourus",0
"Belize","Cuba","Merluccius",0
"Belize","Cuba","Scomber",0
"Belize","Cuba","Tetrapturus",0
"Belize","Cuba","Trisopterus",0
"Belize","Cuba","Xiphias",0
"Belize","Cuba","Xanthichthys",0
"Belize","Cuba","Lactophrys",0
"Bonaire","Cuba","Anguilla",NA
"Bonaire","Cuba","Coryphaena",NA
"Bonaire","Cuba","Dentex",NA
"Bonaire","Cuba","Merluccius",NA
"United States","Bahamas","Acanthocybium solandri",3.58000370437891e-05
"United States","Bahamas","Calamus bajonado",1.54077196869079e-05
"United States","Bahamas","Coryphaena hippurus",8.97327111342477e-05
"United States","Bahamas","Epinephelus adscensionis",0.000118847246847353
"United States","Bahamas","Epinephelus morio",0.000117496914942862
"United States","Bahamas","Epinephelus striatus",8.7023532607548e-05
"United States","Bahamas","Euthynnus alletteratus",0
"United States","Bahamas","Istiophorus albicans",7.55201924901369e-06
"United States","Bahamas","Katsuwonus pelamis",2.6561383960124e-05
"United States","Bahamas","Lutjanus analis",8.3859432842758e-05
"United States","Bahamas","Lutjanus apodus",0.000139993850660265
"United States","Bahamas","Lutjanus campechanus",0.00017746199553165
"United States","Bahamas","Lutjanus griseus",0.000222823539586174
"United States","Bahamas","Lutjanus purpureus",2.82620859576819e-06
"United States","Bahamas","Lutjanus synagris",0.000123740813840536
"United States","Bahamas","Mycteroperca bonaci",2.45016079340826e-05
"United States","Bahamas","Ocyurus chrysurus",5.49771804808388e-05
"United States","Bahamas","Sarda sarda",0
"United States","Bahamas","Tetrapturus pfluegeri",0
"United States","Bahamas","Thunnus alalunga",8.91218548096244e-06
"United States","Bahamas","Thunnus atlanticus",0.000936353055221779
"United States","Bahamas","Thunnus obesus",1.20419650365257e-08
"United States","Bahamas","Xiphias gladius",4.25169691853635e-08
"United States","Bahamas","Ablennes",0
"United States","Bahamas","Acanthocybium",0
"United States","Bahamas","Achirus",0
"United States","Bahamas","Albula",0
"United States","Bahamas","Ammodytes",0
"United States","Bahamas","Anchoa",0
"United States","Bahamas","Anchoviella",0
"United States","Bahamas","Anguilla",0
"United States","Bahamas","Anoplopoma",0
"United States","Bahamas","Archosargus",0
"United States","Bahamas","Argentina",0
"United States","Bahamas","Arius",0
"United States","Bahamas","Atractoscion",0
"United States","Bahamas","Bairdiella",0
"United States","Bahamas","Balistes",0
"United States","Bahamas","Bathylagus",0
"United States","Bahamas","Belone",0
"United States","Bahamas","Beryx",0
"United States","Bahamas","Boops",0
"United States","Bahamas","Brevoortia",0
"United States","Bahamas","Brosme",0
"United States","Bahamas","Calamus",0
"United States","Bahamas","Caulolatilus",0
"United States","Bahamas","Centropomus",0
"United States","Bahamas","Centropristis",0
"United States","Bahamas","Cephalopholis",0
"United States","Bahamas","Chaetodipterus",0
"United States","Bahamas","Citharichthys",0
"United States","Bahamas","Clupea",0
"United States","Bahamas","Cololabis",0
"United States","Bahamas","Conger",0
"United States","Bahamas","Coregonus",0
